image_name,blur_score,brightness,contrast,edge_count,damage_percent,restoration_cost
07_RESTORATION_BEFORE.png,1532.8766782842577,136.9027099609375,82.43373597257585,4140,8.28,249.05194289355686
alex-before.jpg,804.0653803041205,87.15715026855469,41.09946945653341,3257,6.514,196.66213514139963
angel.jpg,469.07814628537744,147.35302734375,44.19455920247214,2796,5.592,169.88730587010298
ArchimedesConservation_05-before.png,701.2456481596455,58.590362548828125,34.79970171416596,2803,5.606,169.6040031285643
arena-before.jpg,89.40150400227867,85.31228637695312,18.232273950344485,635,1.27,49.1617628659673
arkansas-before.png,416.1920237110462,133.89938354492188,28.701721664810982,4498,8.996,272.2769777540441
artrestoration_before.png,1185.195678128861,135.9689483642578,62.733062015603345,5483,10.966,329.82303122869024
avant-apres-Loquidy-before.png,3064.2813130875584,136.689453125,40.00509758892441,11291,22.582,677.7862343314888
baby-before.png,993.3228359958157,95.62864685058594,53.16520729422791,8371,16.742,503.2657095782161
baby_before.png,80.49771419889294,139.78466796875,27.60897852338255,1558,3.116,105.75028279050291
Before-.png,6023.585989952087,99.678955078125,45.459506821790356,16246,32.492,974.9259865095573
Before-and-after-Salvador-Mundi-before.png,8283.818869497627,59.27549743652344,48.03555679917945,11901,23.802,714.1807026992084
before-and-after-treatment-oil-on-canvas-before.png,1610.4690389556345,86.81852722167969,40.89781420106304,5722,11.444,343.94055179207675
before.png,189.6679067229852,104.46440124511719,37.59175804955116,2032,4.064,127.16472113418054
beforelady.png,565.1045799255371,97.99832153320312,71.071607967576,3839,7.678,232.10645806351107
before_painting.png,546.2230815254152,88.28486633300781,71.05951773181945,6398,12.796,385.70740829793306
blue-before.jpg,340.91383423563093,79.86668395996094,34.93509393482198,5877,11.754,355.54471348003676
bonnet-lady-before.png,105.82100957632065,128.7671356201172,42.615897676241325,921,1.842,64.62145430534925
boston_oil_before.png,290.48511201678775,69.83448791503906,35.06603435371086,3323,6.646,202.81070695131217
Botticelli-before.png,1423.2534122010693,104.59190368652344,66.12528803732384,6066,12.132,364.6621222427367
cherain-bros-before.png,741.2868649659213,114.49270629882812,23.905955916801652,4030,8.06,243.1471880578756
child-before.jpg,1075.1093353682663,47.69419860839844,29.132962410550675,1048,2.096,63.809273603650865
chopin-before.jpg,3517.4172567268834,99.74559020996094,39.98163740688819,13784,27.568,827.3242187060356
chopin_before.png,5936.979628324276,95.37933349609375,40.33748199571946,13735,27.47,824.2684074487609
christ-before.jpg,120.23982250317931,17.703826904296875,12.794781765740614,537,1.074,40.468115011664395
christ2-before.jpg,589.0458878276404,88.37208557128906,27.752673786560177,1200,2.4,73.6947834407959
christ3-before.jpg,779.620235444745,100.72073364257812,26.151108501893074,4194,8.388,252.92103263865596
christ4-before.jpg,4884.0103969834745,67.21299743652344,50.61279206478349,5564,11.128,334.04470785499603
christ_before.png,597.0600714699831,98.9666748046875,22.97270813105666,3231,6.462,195.53207283633245
comparison-full-before.png,730.5479567644652,71.88845825195312,56.66827243202876,5370,10.74,323.5669643811499
crack-before.jpg,3104.4109467230737,82.27742004394531,34.00068556737988,16591,33.182,995.7820185724712
cracked-painting-restoration-before.png,1059.0571305842604,129.1927032470703,38.22802608843083,5606,11.212,337.3033453831388
crows-before.jpg,5421.4127473682165,107.53854370117188,58.97798685381193,16962,33.924,1017.9044197493977
curtain-before.jpg,239.08494885917753,70.97491455078125,47.408285603003414,2940,5.88,180.56519238191208
desc_img_02-0678372a15-before.png,510.9631298696622,165.25550842285156,50.56477002100283,5536,11.072,334.1132656585145
Doc8-page-001-before.png,4434.495508279651,119.38902282714844,55.87692207775507,15185,30.37,911.3254539539345
Expert-Tips-for-Restoring-Old-or-Damaged-Family-Photographs-before.png,1294.3847490565386,135.60765075683594,34.080576957670154,7818,15.636,469.8519714167767
face_with_piece_missing-before.png,817.6376920023467,124.8961181640625,60.418279109119965,3545,7.09,213.92154160475317
family-before.jpg,1499.749203854939,93.91175842285156,33.48423981644492,8728,17.456,524.3463338534057
family-portrait-before.png,813.5725388692226,73.56181335449219,47.65046064894307,3076,6.152,185.78763775143733
family2-before.jpg,2447.0504708939698,91.48902893066406,41.98166730716568,8440,16.88,506.8084883101429
family2-before.png,339.4752321464475,109.13746643066406,38.20822526444234,2240,4.48,137.33707120396315
fine-art-restoration-moisture-damaged-example-before.png,8236.199421039782,111.76768493652344,50.72592749775188,11958,23.916,717.6014004844227
flowers-before.jpg,839.0196989625692,147.7771453857422,30.258222035306307,7659,15.318,460.73044827310014
gethe-before.jpg,303.2336689734366,89.18452453613281,23.39396984449654,1054,2.108,66.52694717903597
girl-640w-before.png,236.57210153341293,129.7737274169922,50.52006352833155,2262,4.524,139.9292484493991
girl-before.jpg,411.7076689915266,69.81900024414062,26.257668668277965,1619,3.238,99.56302257780563
goldi-before.jpg,717.5712540948298,85.19546508789062,39.25157951378709,3412,6.824,206.11165043731077
hat_before.png,287.5739250443876,127.16162109375,42.687225137051854,2470,4.94,151.66531655570122
henry-before.jpg,172.35630628373474,126.17903137207031,41.019440377771,2116,4.232,132.72846623833394
horse-before.jpg,968.5608138383832,96.35516357421875,36.70038004845158,5225,10.45,314.5313948188986
image-1024686-before.png,468.8260696372017,88.21015930175781,57.86425134044296,3758,7.516,227.60844723744725
images-before.png,119.98903475701809,89.62615966796875,28.525794663419706,599,1.198,44.20521181864371
images1-before.png,20.602583155035973,111.85685729980469,19.431562856479417,21,0.042,47.55076036061368
images12-before.png,231.1729993224144,168.49899291992188,41.504915232870225,6822,13.644,413.62713305560277
imagesbr-before.png,339.4359478035476,143.73675537109375,42.3972502957025,6435,12.87,389.0374101250232
imagesbw-before.png,165.79214704199694,99.69770812988281,55.45104970335875,4232,8.464,259.91548610491964
lady-before.png,4360.954517265549,103.94255065917969,71.05242839995863,9361,18.722,561.889255026856
lady1-before.jpg,163.18941877782345,38.63372802734375,32.937864589245436,1498,2.996,95.97052646293348
lady2-before.jpg,905.0936899126973,78.19329833984375,41.62738402296694,2949,5.898,178.0436386315596
lady3-before.jpg,1607.5212510132696,93.92376708984375,46.173168330748744,3661,7.322,220.2816890198809
lady4-before.jpg,2860.303944673389,87.86370849609375,40.378139436488716,7460,14.92,447.94949100806355
lady5-before.jpg,1346.991835936904,52.054290771484375,29.032809103089363,3755,7.51,226.0418442555366
ladyy-before.jpg,834.7032840512693,150.1968231201172,53.32936395508316,11055,22.11,664.4965969490418
landscape1-before.jpg,690.0935429697856,98.26632690429688,37.94105083914882,3000,6.0,181.4469821201089
landscape2-before.jpg,632.7069684953894,78.34271240234375,29.68439248730112,5210,10.42,314.17801641723196
landscape3-before.jpg,399.45702147111297,75.9466552734375,49.001650024477726,2552,5.104,155.61714687565328
landscape4-before.jpg,6026.660958137363,44.230438232421875,36.07202571032071,10708,21.416,642.645901832725
landscape5-before.jpg,2435.6956675611436,72.73677062988281,33.66902676789084,7767,15.534,466.4303918323953
